"age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income"
51,"Local-gov",123011,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,35,"United-States",">50K"
28,"Private",114158,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1977,24,"United-States",">50K"
47,"Self-emp-not-inc",228660,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1977,40,"United-States",">50K"
45,"Private",233511,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,60,"United-States",">50K"
45,"Local-gov",159816,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1977,35,"United-States",">50K"
39,"Self-emp-not-inc",202027,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,50,"United-States",">50K"
39,"Private",218490,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,40,"United-States",">50K"
55,"Self-emp-not-inc",248841,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,40,"United-States",">50K"
62,"Private",71751,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,98,"United-States",">50K"
49,"Private",137192,"Bachelors",13,"Married-civ-spouse","Sales","Husband","Asian-Pac-Islander","Male",0,1977,50,"South",">50K"
53,"Self-emp-not-inc",100109,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,40,"United-States",">50K"
31,"Private",183043,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,48,"United-States",">50K"
42,"Self-emp-inc",188738,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,60,"Italy",">50K"
39,"Private",201410,"Bachelors",13,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1977,45,"Philippines",">50K"
60,"Self-emp-not-inc",282066,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,45,"United-States",">50K"
26,"Private",291968,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,40,"United-States",">50K"
37,"Private",126569,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,40,"United-States",">50K"
45,"State-gov",103406,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,60,"United-States",">50K"
37,"Private",109133,"Assoc-acdm",12,"Married-civ-spouse","Sales","Husband","White","Male",0,1977,45,"United-States",">50K"
32,"Private",195602,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1977,45,"United-States",">50K"
39,"Self-emp-inc",135500,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,40,"United-States",">50K"
58,"Self-emp-not-inc",147653,"10th",6,"Married-civ-spouse","Craft-repair","Wife","White","Female",0,1977,35,"?",">50K"
45,"Private",145636,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,43,"United-States",">50K"
41,"Private",137126,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,45,"United-States",">50K"
36,"Self-emp-not-inc",36270,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,1977,65,"United-States",">50K"
51,"State-gov",285747,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,60,"United-States",">50K"
39,"Private",80324,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,62,"United-States",">50K"
56,"Self-emp-not-inc",94156,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,50,"United-States",">50K"
53,"Federal-gov",271544,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","Black","Male",0,1977,40,"United-States",">50K"
40,"Self-emp-not-inc",175943,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1977,15,"United-States",">50K"
57,"Private",141570,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,1977,40,"United-States",">50K"
50,"Local-gov",124963,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1977,35,"United-States",">50K"
34,"Private",112115,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,55,"United-States",">50K"
35,"Private",99357,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,1977,30,"United-States",">50K"
30,"Self-emp-not-inc",404062,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,15,"United-States",">50K"
53,"Local-gov",200190,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,55,"United-States",">50K"
31,"State-gov",207505,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,70,"United-States",">50K"
37,"Private",135436,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,60,"United-States",">50K"
34,"Private",345705,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1977,50,"United-States",">50K"
36,"Private",126675,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,50,"United-States",">50K"
40,"Private",107433,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,50,"United-States",">50K"
51,"Private",230858,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1977,60,"United-States",">50K"
33,"Private",133503,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1977,45,"United-States",">50K"
40,"Private",46990,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1977,20,"United-States",">50K"
50,"Self-emp-inc",201689,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1977,63,"?",">50K"
46,"Self-emp-inc",216414,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,1977,60,"United-States",">50K"
54,"Private",182314,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,50,"United-States",">50K"
39,"Private",134367,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1977,24,"United-States",">50K"
54,"Self-emp-inc",206964,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,1977,40,"United-States",">50K"
31,"Private",147284,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,99,"United-States",">50K"
51,"Private",172046,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,50,"United-States",">50K"
55,"Private",175942,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,55,"?",">50K"
36,"Private",145576,"Masters",14,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1977,40,"Japan",">50K"
41,"Self-emp-inc",93227,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,1977,60,"Taiwan",">50K"
56,"Self-emp-not-inc",48102,"Some-college",10,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,1977,50,"United-States",">50K"
38,"Private",172538,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,1977,40,"United-States",">50K"
47,"Private",239865,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1977,45,"United-States",">50K"
39,"Local-gov",180686,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,45,"United-States",">50K"
59,"Private",170104,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,50,"United-States",">50K"
54,"Private",511668,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,43,"United-States",">50K"
54,"Self-emp-not-inc",109418,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,1977,35,"United-States",">50K"
31,"Private",110643,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,55,"United-States",">50K"
59,"Self-emp-inc",122390,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,48,"United-States",">50K"
46,"Private",261059,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,50,"United-States",">50K"
57,"Private",140426,"Doctorate",16,"Married-civ-spouse","Tech-support","Husband","White","Male",0,1977,40,"Germany",">50K"
36,"Private",386726,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1977,44,"United-States",">50K"
44,"Private",340885,"Bachelors",13,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1977,40,"United-States",">50K"
33,"Private",149184,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,50,"United-States",">50K"
54,"Private",308087,"Some-college",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,1977,18,"United-States",">50K"
55,"Private",368797,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,60,"United-States",">50K"
36,"Private",218689,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,1977,50,"United-States",">50K"
49,"Local-gov",298445,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1977,60,"United-States",">50K"
41,"Private",347653,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,50,"United-States",">50K"
40,"Private",320451,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,1977,45,"Hong",">50K"
43,"Private",170730,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,50,"United-States",">50K"
39,"Local-gov",344855,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1977,20,"United-States",">50K"
26,"?",370727,"Bachelors",13,"Married-civ-spouse","?","Wife","White","Female",0,1977,40,"United-States",">50K"
48,"Private",109814,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,45,"United-States",">50K"
43,"Private",409922,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,50,"United-States",">50K"
42,"Self-emp-inc",191196,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,60,"?",">50K"
36,"Private",237943,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,45,"United-States",">50K"
39,"Private",49020,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Male",0,1974,40,"United-States","<=50K"
21,"Private",109414,"Some-college",10,"Never-married","Prof-specialty","Own-child","Asian-Pac-Islander","Male",0,1974,40,"United-States","<=50K"
23,"Private",275818,"Some-college",10,"Never-married","Sales","Not-in-family","White","Female",0,1974,40,"United-States","<=50K"
47,"Private",133758,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Female",0,1974,40,"United-States","<=50K"
30,"Private",43953,"HS-grad",9,"Never-married","Adm-clerical","Other-relative","White","Female",0,1974,40,"United-States","<=50K"
35,"Private",147258,"Some-college",10,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,1974,40,"United-States","<=50K"
26,"Private",58098,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,1974,40,"United-States","<=50K"
26,"Private",215384,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,1974,55,"United-States","<=50K"
41,"Local-gov",33068,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Male",0,1974,40,"United-States","<=50K"
30,"Local-gov",145692,"Some-college",10,"Never-married","Protective-serv","Not-in-family","Black","Male",0,1974,40,"United-States","<=50K"
28,"Private",111696,"HS-grad",9,"Separated","Craft-repair","Not-in-family","White","Male",0,1974,40,"United-States","<=50K"
56,"Private",105281,"HS-grad",9,"Widowed","Sales","Not-in-family","White","Female",0,1974,40,"United-States","<=50K"
35,"Private",200445,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,1974,40,"United-States","<=50K"
34,"Private",258666,"Assoc-voc",11,"Never-married","Tech-support","Not-in-family","White","Female",0,1974,40,"United-States","<=50K"
29,"Private",214702,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,1974,35,"United-States","<=50K"
23,"Private",188545,"Assoc-acdm",12,"Never-married","Adm-clerical","Own-child","White","Female",0,1974,20,"United-States","<=50K"
24,"Federal-gov",210736,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,1974,40,"United-States","<=50K"
62,"Private",81116,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Male",0,1974,40,"United-States","<=50K"
77,"Self-emp-not-inc",71676,"Some-college",10,"Widowed","Adm-clerical","Not-in-family","White","Female",0,1944,1,"United-States","<=50K"
47,"Private",51835,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1902,60,"Honduras",">50K"
48,"Self-emp-not-inc",191277,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,60,"United-States",">50K"
42,"Self-emp-not-inc",214242,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,50,"United-States",">50K"
31,"Private",118710,"Masters",14,"Married-civ-spouse","Tech-support","Husband","White","Male",0,1902,40,"United-States",">50K"
43,"Private",274363,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,40,"England",">50K"
50,"Private",168212,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,65,"United-States",">50K"
36,"Private",156667,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,50,"United-States",">50K"
49,"Local-gov",193960,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",">50K"
38,"Private",132879,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,40,"United-States",">50K"
48,"State-gov",55863,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1902,46,"United-States",">50K"
46,"Private",265266,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",">50K"
56,"Self-emp-not-inc",145574,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,1902,60,"United-States",">50K"
37,"Private",188540,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,45,"United-States",">50K"
51,"Private",415287,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,1902,40,"United-States",">50K"
43,"Private",201723,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,40,"United-States",">50K"
46,"Local-gov",36228,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,40,"United-States","<=50K"
42,"Local-gov",121718,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,60,"United-States",">50K"
45,"Private",26522,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,1902,35,"United-States",">50K"
23,"Private",196827,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1902,40,"United-States","<=50K"
45,"Private",246891,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,40,"United-States",">50K"
30,"State-gov",199539,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1902,40,"United-States","<=50K"
49,"State-gov",133917,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,1902,60,"?",">50K"
49,"Private",101320,"Assoc-acdm",12,"Married-civ-spouse","Sales","Wife","White","Female",0,1902,40,"United-States",">50K"
57,"Private",98350,"Prof-school",15,"Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,1902,40,"Philippines",">50K"
42,"Self-emp-not-inc",157562,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,1902,80,"United-States",">50K"
43,"Local-gov",105862,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,1902,40,"United-States",">50K"
43,"Private",336513,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,40,"United-States",">50K"
42,"Private",378384,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,60,"United-States",">50K"
53,"Private",104501,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,55,"United-States",">50K"
40,"Local-gov",244522,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,48,"United-States",">50K"
46,"Private",324655,"Masters",14,"Married-civ-spouse","Tech-support","Husband","White","Male",0,1902,40,"?",">50K"
41,"Private",84610,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,60,"United-States",">50K"
49,"Private",329603,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,40,"United-States",">50K"
31,"Self-emp-not-inc",348038,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,50,"Puerto-Rico",">50K"
34,"Private",299635,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,50,"United-States",">50K"
40,"Federal-gov",298635,"Masters",14,"Married-civ-spouse","Tech-support","Husband","Asian-Pac-Islander","Male",0,1902,40,"Philippines",">50K"
50,"Private",184424,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,1902,38,"United-States",">50K"
54,"Private",86837,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,1902,40,"United-States",">50K"
49,"Private",142287,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1902,50,"United-States",">50K"
44,"Self-emp-not-inc",402397,"Masters",14,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,1902,60,"United-States",">50K"
57,"Local-gov",118481,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",">50K"
28,"Local-gov",250135,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1902,55,"United-States","<=50K"
57,"Private",20953,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,40,"United-States",">50K"
59,"Private",348430,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,43,"United-States",">50K"
38,"Private",169926,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,1902,40,"United-States",">50K"
36,"Self-emp-not-inc",283122,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,1902,60,"United-States",">50K"
55,"Private",323706,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,40,"United-States",">50K"
34,"Self-emp-not-inc",77209,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,60,"United-States",">50K"
51,"Private",337195,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,50,"United-States",">50K"
46,"Private",377401,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1902,70,"Canada",">50K"
33,"Private",111567,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,45,"Germany",">50K"
31,"State-gov",181824,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1902,35,"United-States",">50K"
31,"Private",37546,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,1902,35,"United-States",">50K"
59,"Self-emp-not-inc",325732,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,52,"United-States",">50K"
48,"Private",194772,"Assoc-acdm",12,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,40,"United-States",">50K"
33,"Private",112115,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,45,"United-States",">50K"
46,"Private",459189,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,50,"United-States",">50K"
53,"Private",608184,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,1902,40,"United-States",">50K"
39,"Private",165215,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1902,18,"United-States",">50K"
44,"Self-emp-not-inc",124692,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",">50K"
45,"Private",360393,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,50,"United-States",">50K"
42,"Local-gov",188291,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,1902,40,"United-States",">50K"
24,"Self-emp-not-inc",322931,"7th-8th",4,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1902,40,"United-States",">50K"
57,"Private",173832,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,40,"United-States",">50K"
51,"Local-gov",176751,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",">50K"
50,"Private",320510,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,40,"United-States",">50K"
50,"Private",162327,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1902,50,"?",">50K"
52,"Private",108435,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,50,"Greece",">50K"
46,"Self-emp-inc",328216,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,42,"?",">50K"
44,"Private",68729,"Some-college",10,"Married-civ-spouse","Sales","Husband","Asian-Pac-Islander","Male",0,1902,40,"United-States",">50K"
47,"Self-emp-inc",192894,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,45,"United-States",">50K"
36,"Private",206951,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,45,"United-States",">50K"
34,"Private",164190,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,38,"United-States",">50K"
49,"Private",148549,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,50,"United-States",">50K"
45,"Private",198223,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,45,"United-States",">50K"
46,"Private",172581,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,50,"United-States",">50K"
53,"Self-emp-inc",96062,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,48,"United-States",">50K"
63,"State-gov",194682,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,50,"United-States",">50K"
52,"Private",143953,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",">50K"
44,"Private",286750,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,1902,40,"United-States",">50K"
37,"Private",200374,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,40,"United-States",">50K"
44,"State-gov",136546,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",">50K"
53,"Private",139671,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",">50K"
32,"Private",175856,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,1902,40,"United-States",">50K"
50,"State-gov",289207,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,45,"United-States",">50K"
42,"Federal-gov",108183,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,1902,40,"South",">50K"
50,"Private",138179,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,40,"United-States",">50K"
33,"Private",236396,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,55,"United-States",">50K"
50,"Local-gov",168672,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1902,40,"United-States",">50K"
32,"Private",127610,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1902,32,"United-States",">50K"
41,"Private",287306,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",">50K"
54,"Private",167770,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,55,"United-States",">50K"
34,"Private",277314,"Assoc-acdm",12,"Married-civ-spouse","Sales","Husband","Black","Male",0,1902,50,"United-States",">50K"
41,"Self-emp-inc",140365,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,55,"United-States",">50K"
39,"Self-emp-inc",239755,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,50,"United-States",">50K"
42,"Federal-gov",52781,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",">50K"
31,"Private",201122,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,45,"United-States",">50K"
45,"Private",341995,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,42,"United-States",">50K"
41,"Private",106900,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,1902,42,"United-States",">50K"
48,"Private",140782,"Masters",14,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,1902,38,"United-States",">50K"
32,"Self-emp-inc",161153,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,1902,55,"United-States",">50K"
41,"Private",267252,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,1902,40,"United-States",">50K"
31,"Self-emp-not-inc",325355,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,1902,40,"United-States",">50K"
30,"Self-emp-inc",173858,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,1902,40,"South",">50K"
41,"Private",352812,"Some-college",10,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,1902,40,"United-States",">50K"
48,"Private",109832,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",">50K"
60,"State-gov",234854,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",">50K"
38,"Self-emp-not-inc",93206,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,1902,65,"United-States",">50K"
46,"Private",147640,"5th-6th",3,"Married-civ-spouse","Transport-moving","Husband","Amer-Indian-Eskimo","Male",0,1902,40,"United-States","<=50K"
28,"Private",147560,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,55,"United-States",">50K"
64,"Self-emp-inc",59145,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,60,"United-States",">50K"
31,"?",85077,"Bachelors",13,"Married-civ-spouse","?","Wife","White","Female",0,1902,20,"United-States",">50K"
42,"Private",145711,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,50,"United-States",">50K"
43,"Private",112181,"Assoc-voc",11,"Married-civ-spouse","Tech-support","Wife","White","Female",0,1902,32,"United-States",">50K"
61,"Self-emp-inc",139391,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,35,"United-States",">50K"
48,"Private",143098,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,1902,40,"China",">50K"
